GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	INDIGO.NoDrug.Control
nadR	Rv0212c	transcriptional regulator NadR	PBS_RIF_DDmtb:14%; hypoxia_late:11%	0.8344	0.27006738306194	1113.22	1166	1146	1072	1124	1060	137.93	82.03
proA	Rv2427c	gamma-glutamyl phosphate reductase	tyloxopol:9%	0.7751	0.13866936052442	1162.28	1064	1430	1492	941	944	230.19	159.74
Rv1990A	Rv1990A	dehydrogenase	hypoxia_late:12%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	1.2654	0.830471884697001	1051.41	1447	387	345	2064	1633	134.35	37.86
Rv2661c	Rv2661c	hypothetical protein	ctl_stationary:19%; acidic_tyloxopol:16%; hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:11%	1.1804	0.768817682014494	1062.18	1373	449	437	1986	1540	163.05	52.72
echA16	Rv2831	enoyl-CoA hydratase EchA16	hypoxia_late:20%; PBS_RIF_DDmtb:10%	0.951	0.4658830626736	1078.98	1266	823	888	1232	1230	72.92	35.37
accA3	Rv3285	bifunctional protein acetyl-/propionyl-CoA carboxylase subunit alpha AccA	microaerophilic:8%	0.7209	0.0452557904064457	1224.03	1014	1899	1816	736	886	505.64	422.71
MT0603	MT0603	hypothetical protein	ctl_stationary:11%	0.8833	0.245261235859654	1161.78	777	424	372	2011	3344	164.36	50.45
tsf	Rv2889c	elongation factor EF-Ts	zinc_limitation:8%	0.8618	0.363438706146467	1099.17	1157	990	886	1221	1266	596.68	329.73
Rv2877c	Rv2877c	integral membrane protein	PBS_RIF_DDmtb:59%	0.8596	0.341912829286121	1112.84	1182	1018	1040	1189	1141	175.23	98.13
eccA1	Rv3868	ESX-1 secretion system protein EccA1	microaerophilic:11%	0.7283	0.0541760519882599	1222.08	1005	1835	1754	759	950	612.08	500.47
Rv2558	Rv2558	hypothetical protein	acidic:19%; hypoxia_fatty_acids:15%; microaerophilic:11%; cholesterol:11%	0.9066	0.453020603963614	1077.48	1204	856	818	1284	1277	327.57	165.01
rpmB2	Rv2058c	50S ribosomal protein L28	human_sputum:68%; zinc_limitation:22%	1.4042	0.919208175840043	1048.65	1575	284	217	2349	1779	315.4	71.98
glyA1	Rv1093	serine hydroxymethyltransferase	hypoxia_rar:9%	0.7507	0.139791498019354	1175.98	1084	1507	1394	951	995	342.57	243.86
glyT	Rvnt32	tRNA-Gly	zinc_limitation:30%; human_sputum:23%; hypoxia_late:15%	1.2341	0.686703025727603	1164.41	992	216	138	3549	2820	337.91	62.45
Rv1414	Rv1414	hypothetical protein	hypoxia_late:20%	1.2141	0.80236029490319	1095.54	1415	440	596	1844	1564	68.39	21
fadE4	Rv0231	acyl-CoA dehydrogenase FadE4	hypoxia_late:10%	0.7181	0.0634967750004796	1224.25	1089	1781	2004	788	724	85.99	70.03
lppY	Rv2999	lipoprotein LppY	hypoxia_late:20%	0.8851	0.370275883678012	1127.72	1281	1074	1038	1123	1130	52.17	28.67
Rv2228c	Rv2228c	multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase	hypoxia_late:15%	0.79	0.225259306010225	1149.49	1180	1290	1241	1053	997	123.74	79.78
Rv2488c	Rv2488c	LuxR family transcriptional regulator	hypoxia_late:32%; ctl_stationary:13%	0.8163	0.192763958170803	1182.3	1121	2169	2351	472	469	16.42	15.49
Rv2541	Rv2541	hypothetical protein	hypoxia_late:43%	1.2086	0.812729946033607	1092.83	1473	445	555	1836	1553	49.1	15.02
Rv1048c	Rv1048c	hypothetical protein	hypoxia_fatty_acids:28%; hypoxia_late:12%	0.8384	0.27373707001839	1158.6	1229	1207	1374	1007	998	51.48	31.59
pntB	Rv0157	NAD(P) transhydrogenase subunit beta PntB	tyloxopol:10%	0.7253	0.106244488594395	1201.67	1093	1644	1549	889	933	304.69	230.45
Rv3267	Rv3267	hypothetical protein	human_sputum:11%	0.7183	0.0902128499662611	1217.54	1080	1701	1677	859	906	318.07	247.41
Rv1812c	Rv1812c	dehydrogenase	microaerophilic:14%; PBS_RIF_DDmtb:12%; ctl_stationary:12%	0.7859	0.191570264442444	1173.29	1163	1397	1422	981	946	102.84	68.46
Rv0458	Rv0458	aldehyde dehydrogenase	cholesterol:18%; acidic:11%	0.7415	0.123428538666715	1202.8	1194	1641	1627	872	811	62.13	46.73
Rv2563	Rv2563	glutamine ABC transporter permease	hypoxia_late:13%	0.7919	0.238165285747856	1153.6	1165	1257	1259	1078	1019	166.85	106.33
Rv1119c	Rv1119c	hypothetical protein	hypoxia_late:11%	0.9184	0.355748900902131	1162.17	897	467	464	1745	3089	192.43	65.43
Rv0269c	Rv0269c	hypothetical protein	hypoxia_late:18%	0.7832	0.203406020827866	1172.13	1173	1365	1426	980	956	87.57	58.31
rpsB	Rv2890c	30S ribosomal protein S2	hypoxia_rar:10%; hypoxia_hypoxic:10%	0.8279	0.348527967947676	1124.15	1169	1066	956	1197	1245	571.2	330.89
Rv2282c	Rv2282c	LysR family HTH-type transcriptional regulator	hypoxia_late:26%; ctl_stationary:12%	0.9267	0.40602792375896	1151.11	1262	968	1358	1092	1096	41.17	21.76
gltD	Rv3858c	glutamate synthase small subunit	zinc_limitation:12%	0.7173	0.0994906398547923	1217.53	1094	1693	1612	878	928	313.05	241.02
Rv1488	Rv1488	hypothetical protein	acidic:14%; zinc_limitation:11%	0.7749	0.190279195298841	1181.89	1091	1361	1454	997	1041	347.75	233.45
PE_PGRS35	Rv1983	PE-PGRS family protein PE_PGRS35	hypoxia_late:15%	0.7075	0.0758986810173696	1233.81	1151	1815	1871	814	746	84.33	68.38
rpmI	Rv1642	50S ribosomal protein L35	hypoxia_hypoxic:13%; human_sputum:10%	0.6472	0.145169723086686	1142.85	647	730	602	1317	3108	2089.48	950
ptbB	Rv0153c	phosphotyrosine protein phosphatase	hypoxia_late:9%	0.8334	0.400411714334292	1118.06	1244	1019	905	1244	1200	149.33	83.85
Rv0837c	Rv0837c	hypothetical protein	hypoxia_fatty_acids:28%; microaerophilic:14%; ctl_stationary:14%; hypoxia_late:11%	0.8941	0.424719406948573	1138.13	1374	1053	1090	1074	1114	27.09	14.89
mpr5	Rvnc0007	fragment of putative small regulatory RNA	hypoxia_late:19%	1.2338	0.70127368397264	1187.02	968	215	198	3543	2798	351.9	65.44
Rv3699	Rv3699	hypothetical protein	cholesterol:16%	0.8956	0.500018708183988	1113.43	1269	861	841	1369	1287	219.19	110.09
Rv3087	Rv3087	diacyglycerol O-acyltransferase	hypoxia_late:18%; nutrient_limitation:11%	0.7641	0.154176329482394	1217.26	1188	1538	1738	893	852	60.33	43.22
Rv3182	Rv3182	hypothetical protein	human_sputum:12%; hypoxia_hypoxic:12%; hypoxia_fatty_acids:10%	1.1922	0.838754564183439	1087.6	1455	416	401	2113	1629	255.92	79.03
mcr10	Rvnc0008	putative small regulatory RNA	microaerophilic:20%	0.6932	0.128499790919961	1183.87	582	526	490	1886	3530	310.32	115.1
fadA4	Rv1323	acetyl-CoA acetyltransferase	zinc_limitation:7%	0.7639	0.193263939416965	1176.16	1081	1412	1228	992	1189	952.7	651.3
Rv0691A	Rv0691A	electron carrier mycofactocin	nutrient_limitation:15%; tyloxopol:13%; acidic_tyloxopol:11%	0.6488	0.13356463668126	1159.73	654	721	597	1346	3218	1112.37	497.97
Rv0539	Rv0539	dolichyl-phosphate sugar synthase	PBS_RIF_DDmtb:10%	0.9287	0.542825463735369	1119.67	1287	791	716	1561	1372	346.08	164.05
Rv2955c	Rv2955c	hypothetical protein	hypoxia_late:12%	0.8051	0.302593171966421	1148.4	1208	1181	1111	1151	1093	147.41	89.54
fadD2	Rv0270	fatty-acid--CoA ligase FadD2	cholesterol:14%	0.6968	0.0665856385088164	1248.95	1086	1871	1808	809	872	369.64	305.05
Rv2630	Rv2630	hypothetical protein	microaerophilic:20%; hypoxia_hypoxic:12%	0.9999	0.654106626238051	1117.7	1348	664	622	1753	1434	193.15	80.83
Rv2265	Rv2265	integral membrane protein	hypoxia_late:41%; ctl_stationary:10%	0.937	0.395863790373742	1180.85	1382	1077	1506	925	1063	17.24	9.4
Rv3654c	Rv3654c	hypothetical protein	hypoxia_late:30%	1.3663	0.932701653665448	1101.19	1568	302	361	2301	1762	132.07	31.29
htpG	Rv2299c	chaperone protein HtpG	tyloxopol:8%	0.663	0.0413657753711195	1269.36	1101	2061	2044	732	745	202.82	181.43
thiC	Rv0423c	phosphomethylpyrimidine synthase	low_iron:15%	0.6884	0.0747939842866883	1246.07	1102	1861	1752	831	869	304.88	250.19
Rv1571	Rv1571	hypothetical protein	hypoxia_late:32%	1.0558	0.726193278439419	1128.6	1389	591	657	1783	1485	80.68	31
MT0910.2	MT0910.2	hypothetical protein	PBS_RIF_DDmtb:30%; hypoxia_late:27%; ctl_stationary:12%	1.4043	0.949749013577112	1101.16	1603	306	370	2129	1850	38.97	8.16
lipI	Rv1400c	lipase	hypoxia_late:12%	0.8176	0.312164199623584	1169.79	1199	1142	1312	1136	1067	117.17	70.63
lpqL	Rv0418	lipoprotein aminopeptidase LpqL	tyloxopol:9%	0.6996	0.102331242759343	1236.04	1142	1751	1701	880	855	182.47	142.97
ask	Rv3709c	aspartokinase	microaerophilic:12%; zinc_limitation:10%	0.7277	0.164899237775083	1217.33	1122	1528	1509	970	1016	351.59	253.66
Rv1377c	Rv1377c	transferase	zinc_limitation:14%	0.9313	0.55985099622488	1145.41	1302	790	851	1559	1323	205	97.06
bisC	Rv1442	biotin sulfoxide reductase BisC	nutrient_limitation:7%	0.6445	0.0253521009409499	1299.39	1150	2293	2209	669	654	136.35	131.16
MT1178	MT1178	hypothetical protein	butyrate:32%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	1.258	0.886661717919705	1128.08	1214	259	152	3072	2425	3915.09	850.48
MT3671.2	MT3671.2	hypothetical protein	human_sputum:21%; hypoxia_fatty_acids:12%	0.8549	0.348246887160135	1187.64	900	536	515	1688	3067	209.15	77.99
Rv3762c	Rv3762c	hydrolase	hypoxia_late:13%	0.685	0.0737095854626491	1272.13	1218	1960	1973	777	722	51.77	43.98
Rv1496	Rv1496	transport system kinase	hypoxia_late:13%	0.8075	0.338715875077594	1176.25	1279	1193	1196	1141	1077	78.26	47.63
uvrB	Rv1633	excinuclease ABC subunit UvrB	zinc_limitation:11%	0.6438	0.0367371960540264	1300.89	1126	2173	2208	704	710	181.39	169.72
murD	Rv2155c	UDP-N-acetylmuramoylalanine--D-glutamate ligase	microaerophilic:32%	0.688	0.122242707469645	1252.75	1172	1736	1702	901	888	178.3	139.45
thiE	Rv0414c	thiamine-phosphate synthase	hypoxia_late:21%	0.9399	0.599734334321577	1159.75	1350	796	903	1514	1322	75.67	35.48
ksgA	Rv1010	rRNA small subunit methyltransferase A	zinc_limitation:11%	0.7745	0.323583011215141	1178.72	1211	1216	1115	1174	1179	336.69	210.03
aftC	Rv2673	alpha-(1->3)-arabinofuranosyltransferase	hypoxia_late:11%	0.7169	0.172720822170278	1235.74	1186	1552	1634	971	921	123.85	90.5
Rv1544	Rv1544	ketoacyl reductase	ctl_exponential:10%	0.8111	0.446457130030276	1154.93	1256	1033	953	1271	1283	385.94	219.13
Rv1422	Rv1422	hypothetical protein	microaerophilic:9%	0.7664	0.282976318184565	1201.19	1207	1291	1263	1142	1108	223.8	143.66
tcrY	Rv3764c	two component sensor kinase TcrY	acidic_tyloxopol:9%	0.6868	0.130601388531375	1254.37	1171	1704	1713	920	892	181.47	141.2
esxG	Rv0287	ESAT-6 like protein EsxG	zinc_limitation:24%; cholesterol:13%; microaerophilic:12%	1.2212	0.93369472984235	1115.99	1590	368	267	2345	1867	2669.05	766.35
MT1321	MT1321	hypothetical protein	hypoxia_late:24%; ctl_stationary:21%	1.5538	0.989219248023312	1119.78	1688	226	367	2444	1815	11.68	0.77
Rv1215c	Rv1215c	hypothetical protein	butyrate:7%	0.6597	0.0782519534513024	1281.1	1154	1914	1903	834	826	187.99	159.23
Rv0804	Rv0804	hypothetical protein	hypoxia_late:20%	0.9131	0.609205237945405	1153.06	1361	804	695	1671	1391	149.61	70.62
dfp	Rv1391	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	microaerophilic:12%; cholesterol:12%	0.7177	0.179744940841675	1236.38	1131	1536	1498	974	1094	540.16	392.66
ung	Rv2976c	uracil-DNA glycosylase	acidic_tyloxopol:13%; zinc_limitation:10%	0.8786	0.543188177912984	1162.95	1306	865	856	1519	1349	292.37	147.78
Rv2650c	Rv2650c	prophage protein	microaerophilic:27%; PBS_RIF_DDmtb:11%; cholesterol:10%	0.7361	0.195453232363563	1256.75	1285	1600	1656	924	919	45.22	32.76
guaB1	Rv1843c	inosine-5'-monophosphate dehydrogenase	acidic:7%	0.6785	0.131728497101458	1271.86	1179	1744	1693	917	948	251.25	197.09
Rv1342c	Rv1342c	hypothetical protein	low_iron:27%	1.1098	0.87113936422526	1140.31	1521	457	421	2196	1688	486.81	163.75
Rv1085c	Rv1085c	hemolysin-like protein	hypoxia_late:11%	0.8592	0.534411720046425	1172.83	1321	908	1033	1358	1279	138.9	72.63
dgt	Rv2344c	deoxyguanosine triphosphate triphosphohydrolase	hypoxia_late:12%	0.699	0.196836085859022	1235.73	1253	1590	1445	994	958	107.63	78.77
Rv1524	Rv1524	glycosyltransferase	hypoxia_late:14%	0.7504	0.234742373185428	1242	1252	1442	1617	991	971	66.98	46.12
PE_PGRS25	Rv1396c	PE-PGRS family protein PE_PGRS25	nutrient_limitation:12%; ctl_stationary:11%	0.6491	0.0775102061024947	1297.97	1176	1981	1899	838	830	193.24	165.8
Rv1363c	Rv1363c	membrane protein	hypoxia_late:16%; hypoxia_rar:11%; hypoxia_hypoxic:10%	0.8111	0.496084643134146	1165.36	1327	1016	920	1322	1274	168.83	93.96
Rv3406	Rv3406	dioxygenase	hypoxia_fatty_acids:52%	0.8905	0.518850428904168	1193.93	1384	957	1266	1170	1214	33.57	17.7
cysM	Rv1336	O-phosphoserine sulfhydrylase	human_sputum:9%	0.7533	0.329908909558175	1194.36	1237	1255	1128	1180	1174	296.94	189.4
Rv0078B	Rv0078B	hypothetical protein	human_sputum:16%	0.6275	0.169447603814584	1209.25	739	784	606	1415	3187	656.07	309.27
MT2283	MT2283	hypothetical protein	hypoxia_late:38%; ctl_stationary:21%; PBS_RIF_DDmtb:16%	1.5501	0.989230191356907	1145.86	1671	248	467	2162	1982	22.01	3.04
rpmG1	Rv2057c	50S ribosomal protein L33	human_sputum:44%; zinc_limitation:31%	0.7831	0.303603353277682	1235.15	862	566	632	1702	3156	199.01	77.47
Rv3483c	Rv3483c	hypothetical protein	hypoxia_late:11%	0.8697	0.586396195254993	1172.27	1344	855	763	1631	1390	258.47	129.5
Rv1999c	Rv1999c	transporter	hypoxia_late:36%; ctl_stationary:14%	1.0123	0.631268041280807	1226.9	1655	1005	1396	1020	1119	6.96	3.03
deaD	Rv1253	ATP-dependent RNA helicase DeaD	acidic_tyloxopol:9%	0.6442	0.0877775053983757	1294.32	1205	1945	1885	848	814	131.22	111.87
esxS	Rv3020c	ESAT-6 like protein EsxS	hypoxia_late:31%	1.24	0.940063446913753	1147.64	1612	365	388	2317	1789	115.65	31.53
Rv0036c	Rv0036c	hypothetical protein	hypoxia_late:8%	0.8011	0.499154822850157	1169.78	1328	1023	863	1371	1309	268.96	150.87
Rv3090	Rv3090	hypothetical protein	hypoxia_late:22%; PBS_RIF_DDmtb:17%; ctl_stationary:10%	0.8566	0.513343170164711	1191.37	1397	1015	1135	1217	1209	40.16	21.91
modC	Rv1859	molybdenum ABC transporter ATP-binding protein ModC	human_sputum:14%	0.7229	0.259448283376013	1232.54	1240	1413	1344	1108	1075	208.85	143.06
Rv2170	Rv2170	GCN5-like N-acetyltransferase	hypoxia_late:23%; PBS_RIF_DDmtb:12%	0.9402	0.671861769322036	1178.94	1431	774	772	1656	1410	73.99	33.48
lipO	Rv1426c	esterase LipO	hypoxia_late:13%	0.7004	0.206493142365044	1247.86	1254	1565	1495	1015	969	120.65	87.67
Rv1945	Rv1945	hypothetical protein	zinc_limitation:24%; hypoxia_late:13%	0.7142	0.211538373875534	1251.49	1298	1592	1534	969	940	53.22	38.78
cbs	Rv1077	cystathionine beta-synthase	PBS_RIF_DDmtb:9%	0.6785	0.153754763990194	1277.77	1200	1705	1707	953	937	186.11	143.76
mutT2	Rv1160	8-oxo-dGTP diphosphatase	hypoxia_late:18%	1.0392	0.827754227473429	1146.64	1500	529	497	2060	1592	162.07	60.37
Rv0390	Rv0390	hypothetical protein	human_sputum:11%	1.0227	0.831094965383472	1141.57	1504	541	415	2123	1636	384.67	145.3
Rv1751	Rv1751	oxidoreductase	high_iron:11%; ctl_exponential:10%	0.6787	0.155465525510247	1282.2	1177	1715	1641	956	1017	380.87	294.18
Rv2636	Rv2636	O-phosphotransferase	acidic_tyloxopol:15%; hypoxia_late:12%; acidic:11%; ctl_stationary:10%	0.9226	0.64041264939747	1189.27	1408	820	875	1555	1388	63.42	29.76
Rv3400	Rv3400	hydrolase	hypoxia_late:10%	0.7981	0.49517811514556	1179.39	1322	1036	950	1333	1284	233.46	132.05
MT3974.1	MT3974.1	hypothetical protein	human_sputum:12%	1.0753	0.864346245173937	1148.72	1531	489	429	2178	1668	384.87	135.01
Rv1111c	Rv1111c	hypothetical protein	tyloxopol:11%	0.7441	0.335671018143973	1219.5	1245	1273	1227	1181	1173	257.76	165.89
prfB	Rv3105c	peptide chain release factor PrfB	zinc_limitation:9%	0.7193	0.25510368981173	1243.37	1242	1450	1385	1095	1068	204.52	141.02
ltp3	Rv3523	lipid carrier protein	cholesterol:10%; nutrient_limitation:10%	0.6987	0.229536364622744	1245.73	1216	1519	1353	1065	1103	352.02	252.11
Rv2813	Rv2813	hypothetical protein	hypoxia_late:70%	1.0933	0.765599645607958	1240	1639	765	1260	1297	1326	10.55	3.77
purH	Rv0957	bifunctional phosphoribosylaminoimidazolecarboxamide	hypoxia_late:10%	0.6481	0.120891221183158	1305.18	1232	1864	1886	894	843	125.97	103.94
lepA	Rv2404c	GTP-binding protein LepA	hypoxia_late:11%; zinc_limitation:10%; PBS_RIF_DDmtb:10%	0.6302	0.0729975113553517	1326.28	1215	2104	2215	770	705	78.83	71.95
Rv2997	Rv2997	dehydrogenase	hypoxia_late:31%	0.6969	0.190709916617856	1284.34	1276	1637	1810	928	900	53.38	40.5
mazE1	Rv0456B	antitoxin MazE1	ctl_stationary:14%; hypoxia_late:12%	0.7702	0.342316244395591	1244.53	931	609	562	1738	3114	164.06	65.43
recN	Rv1696	DNA repair protein RecN	hypoxia_late:12%	0.6329	0.0942774700036148	1320.01	1264	1998	1974	847	777	79.57	69.19
MT2115	MT2115	hypothetical protein	zinc_limitation:34%; human_sputum:15%	0.5745	0.1260789287195	1250.68	560	613	521	2047	3640	308.16	124.35
MT3744	MT3744	hypothetical protein	hypoxia_late:33%; ctl_stationary:18%; PBS_RIF_DDmtb:15%	1.7181	0.999734005559086	1065.06	1686	180	186	2495	2035	42.77	5.17
aspT	Rvnt12	tRNA-Asp	hypoxia_late:14%; zinc_limitation:13%; butyrate:12%; human_sputum:10%	0.6673	0.198145570515378	1265.69	573	499	533	2299	3669	238.55	83.77
rpiB	Rv2465c	ribose-5-phosphate isomerase B	hypoxia_hypoxic:9%	0.9671	0.775796066492759	1173.23	1454	642	560	1992	1560	235.31	97.56
malQ	Rv1781c	4-alpha-glucanotransferase	hypoxia_late:14%	0.6105	0.0499578694965048	1340.46	1268	2261	2196	725	682	66.82	63.76
sppA	Rv0724	protease IV SppA	cholesterol:11%; zinc_limitation:10%	0.634	0.0634148709445586	1343.07	1145	2094	2060	776	924	461.29	416.07
Rv2854	Rv2854	hypothetical protein	hypoxia_late:16%	0.7827	0.394015884081564	1239.08	1335	1243	1339	1148	1138	52.69	32.62
Rv2695	Rv2695	hypothetical protein	hypoxia_late:29%; PBS_RIF_DDmtb:14%	0.9034	0.649011817464966	1210.66	1458	858	919	1548	1357	55.21	26.67
PE29	Rv3022A	PE family protein PE29	hypoxia_late:56%; microaerophilic:16%	1.3574	0.960269168153889	1190.16	1669	362	713	2058	1644	11.41	1.85
vapB45	Rv3181c	antitoxin VapB45	hypoxia_late:24%; ctl_stationary:11%	1.0708	0.833337814750525	1187.94	1482	528	758	1931	1551	71.7	26.11
Rv2285	Rv2285	diacylglycerol acyltransferase	hypoxia_late:10%	0.6711	0.191849534302061	1279.75	1248	1645	1660	985	952	120.08	91.41
MT3207	MT3207	hypothetical protein	hypoxia_late:42%; ctl_stationary:13%; microaerophilic:12%; PBS_RIF_DDmtb:11%	1.5966	0.99863673555416	1115.94	1738	206	227	2611	2009	35.67	4.8
nuoG	Rv3151	NADH-quinone oxidoreductase subunit G	high_iron:15%; butyrate_plus_glucose:11%	0.6473	0.124948251099941	1325.42	1125	2361	2289	626	731	336.96	332.4
Rv3815c	Rv3815c	acyltransferase	hypoxia_late:10%	0.8057	0.54302958464242	1214.46	1346	997	1016	1449	1299	193.58	107.21
pncB2	Rv0573c	nicotinic acid phosphoribosyltransferase PncB2	hypoxia_late:29%; ctl_stationary:14%	0.738	0.278329507631493	1287.79	1353	1497	1774	939	973	30.51	21.7
Rv1069c	Rv1069c	hypothetical protein	hypoxia_late:12%	0.6226	0.0925282372409095	1334.72	1267	2037	1993	849	793	97.14	85.06
Rv2742c	Rv2742c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%	0.7676	0.490377894039207	1218.3	1333	1086	1149	1288	1244	159.87	94.67
PPE56	Rv3350c	PPE family protein PPE56	hypoxia_late:25%; microaerophilic:16%	1.3415	0.760499406448026	1362.62	3901	2472	2542	133	109	19.54	20.66
Rv1002c	Rv1002c	dolichyl-phosphate-mannose--protein mannosyltransferase	hypoxia_late:10%	0.651	0.162528421569414	1318.33	1296	1827	1834	929	870	79.79	64.08
pcnA	Rv3907c	poly(A) polymerase PcnA	hypoxia_late:15%	0.6511	0.167298330973078	1314.59	1271	1759	1858	945	891	97.75	77.93
lpqK	Rv0399c	lipoprotein LpqK	hypoxia_late:21%	0.7176	0.330286752636276	1265.87	1399	1477	1348	1069	1066	42.14	29.03
mpa	Rv2115c	proteasome-associated ATPase	cholesterol:13%; nutrient_limitation:12%	0.6303	0.0743091124015877	1361.39	1152	2069	2052	797	994	618.35	555.18
ddlA	Rv2981c	D-alanine--D-alanine ligase	zinc_limitation:10%	0.6941	0.287596976225237	1277.77	1288	1454	1472	1127	1074	161.32	113.07
Rv0192A	Rv0192A	conserved secreted protein	acidic:11%; hypoxia_late:10%	1.1389	0.957094229969424	1170.77	1709	408	292	2447	1848	506.93	155.22
mhpE	Rv3469c	4-hydroxy-2-oxovalerate aldolase MhpE	hypoxia_late:26%; ctl_stationary:14%; PBS_RIF_DDmtb:13%	0.8312	0.507608892701075	1275.66	1449	1117	1532	1137	1172	28.99	16.75
Rv2477c	Rv2477c	macrolide ABC transporter ATP-binding protein	zinc_limitation:14%	0.6222	0.100486415918414	1348.1	1210	1996	1949	867	932	321.84	279.29
accD3	Rv0904c	acetyl-CoAcarboxylase carboxyl transferase subunit beta	hypoxia_late:24%	0.6624	0.191174963974297	1322.14	1331	1772	1815	942	896	56.83	44.78
grcC1	Rv0562	polyprenyl-diphosphate synthase GrcC	high_iron:8%	0.7058	0.357111897818448	1257.27	1295	1360	1222	1194	1219	406.51	271.82
pknH	Rv1266c	serine/threonine-protein kinase PknH	ctl_stationary:22%; hypoxia_late:11%	0.6063	0.0784005750391597	1355.14	1270	2111	2148	819	757	86.59	78.89
Rv2407	Rv2407	ribonuclease Z	hypoxia_late:29%; PBS_RIF_DDmtb:13%; ctl_stationary:12%; human_sputum:11%	0.9098	0.679309721947915	1258.17	1523	906	1237	1305	1364	25.1	12.19
Rv3813c	Rv3813c	hypothetical protein	hypoxia_late:11%	0.7531	0.523562195250584	1229.67	1398	1115	978	1398	1288	151.29	89.45
Rv2694c	Rv2694c	hypothetical protein	hypoxia_fatty_acids:27%; ctl_stationary:18%	1.0634	0.906863373842585	1192.99	1587	478	465	2267	1749	810.09	283.93
Rv2560	Rv2560	hypothetical protein	tyloxopol:15%; hypoxia_late:14%	0.7262	0.421809302399731	1254.64	1371	1299	1199	1226	1183	95.16	60.98
Rv2036	Rv2036	hypothetical protein	hypoxia_fatty_acids:47%	0.8919	0.707626621083331	1236.73	1470	811	910	1685	1429	66.27	31.5
Rv0787	Rv0787	hypothetical protein	human_sputum:11%; hypoxia_late:10%	0.7102	0.406196365413986	1254.07	1336	1311	1171	1236	1220	237.56	154.63
sugI	Rv3331	sugar-transport integral membrane protein SugI	hypoxia_late:14%	0.6292	0.154957087877903	1332.64	1277	1843	1910	935	875	108.39	89.26
Rv3122	Rv3122	hypothetical protein	microaerophilic:24%; zinc_limitation:14%	0.9782	0.82292690284861	1217.48	1483	621	685	2035	1580	240.12	97.08
Rv2652c	Rv2652c	prophage protein	hypoxia_late:24%	0.9414	0.763532920113904	1243.03	1545	768	898	1670	1477	37.41	16.42
