GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	sputum_250754_W0	sputum_503557_W0
Rv0367c	Rv0367c	hypothetical protein	hypoxia_late:15%; ctl_stationary:10%	0.5662	0.598310135838916	996.95	924	1006	875	1279	925	207.09	135.54
deoC	Rv0478	deoxyribose-phosphate aldolase	ctl_stationary:8%	0.5421	0.556774010155964	1003.39	883	1045	979	1291	848	285.5	191.7
Rv2809	Rv2809	hypothetical protein	hypoxia_late:13%; INDIGO_exponential:11%	0.6831	0.71538207543612	1006.71	975	812	1014	1177	1074	61.33	35.71
Rv0997	Rv0997	hypothetical protein	hypoxia_rar:13%	0.5498	0.575584276733057	1003.35	896	1041	906	1320	885	311.32	206.65
pssA	Rv0436c	CDP-diacylglycerol--serine O-phosphatidyltransferase	hypoxia_late:10%	0.5529	0.563362020048414	1011.09	861	1008	1112	1254	849	152.08	101.29
Rv0472c	Rv0472c	HTH-type transcriptional regulator	INDIGO_exponential:11%	0.5514	0.562661833253375	1010.44	875	1035	1042	1283	846	250.28	166.46
aftC	Rv2673	alpha-(1->3)-arabinofuranosyltransferase	hypoxia_late:11%	0.5431	0.550745505477424	1011.3	857	1029	1097	1260	843	123.08	82.63
Rv1742	Rv1742	hypothetical protein	ctl_stationary:16%; hypoxia_late:12%; human_sputum:11%	0.6289	0.699488406305653	993.76	1064	902	782	1210	1038	37.48	22.74
pitB	Rv2281	phosphate permease	hypoxia_late:15%; ctl_stationary:12%	0.596	0.595661259262068	1022.25	863	957	1298	1159	869	37.89	23.92
mshC	Rv2130c	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	microaerophilic:8%	0.5503	0.568031832674921	1014.29	878	1055	985	1298	883	236.81	157.3
Rv1265	Rv1265	hypothetical protein	ctl_stationary:14%; nutrient_limitation:11%	0.554	0.588783581039107	1010.37	923	1034	941	1289	889	171.34	113.29
ruvA	Rv2593c	Holliday junction ATP-dependent DNA helicase RuvA	zinc_limitation:15%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	0.5834	0.623785565885229	1006.58	919	971	931	1274	958	87.4	56.12
Rv2420c	Rv2420c	hypothetical protein	hypoxia_late:9%	0.5927	0.650676152698429	1005.32	982	943	857	1250	1015	115.05	73.19
crcB	Rv3070	fluoride ion transporter CrcB	hypoxia_late:18%; ctl_stationary:10%	0.6896	0.779616680960109	994.89	1142	774	749	1156	1206	34.07	19.39
mbtN	Rv1346	acyl-ACP dehydrogenase MbtN	low_iron:33%	0.5392	0.564486901626838	1017.05	858	1054	971	1292	936	370.72	249.82
Rv0856	Rv0856	hypothetical protein	INDIGO_exponential:9%	0.5537	0.595519453918956	1014.36	907	1014	973	1280	919	231.44	153.44
Rv3732	Rv3732	hypothetical protein	acidic_tyloxopol:10%	0.5488	0.577662951516464	1019.18	887	1022	1077	1262	872	99.38	66.18
Rv3502c	Rv3502c	short-chain type dehydrogenase/reductase	hypoxia_fatty_acids:17%; microaerophilic:14%; cholesterol:10%	0.538	0.572992048507488	1016.65	867	1061	925	1306	952	549.1	370.17
Rv3037c	Rv3037c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:18%	0.5831	0.611531402159772	1021.82	922	985	1111	1204	903	59.46	38.16
MT0204.1	MT0204.1	hypothetical protein	hypoxia_late:30%; ctl_stationary:19%; human_sputum:12%; PBS_RIF_DDmtb:12%	1.3922	0.99009165324791	899.3	1424	139	120	2036	1966	6.7	0
mazE9	Rv2801A	antitoxin MazE9	human_sputum:17%; hypoxia_late:11%; ctl_stationary:10%	0.6946	0.785544325114761	998.45	1199	754	819	1111	1153	71.44	41.36
mpt70	Rv2875	major secreted immunogenic protein Mpt70	PBS_RIF_DDmtb:79%	0.5435	0.58404849886503	1016.91	903	1036	994	1302	876	223.49	149.59
Rv0812	Rv0812	amino acid aminotransferase	PBS_RIF_DDmtb:15%	0.5504	0.595629699609936	1015.34	915	1027	948	1288	921	103.06	68.26
espK	Rv3879c	ESX-1 secretion-associated protein EspK	PBS_RIF_DDmtb:10%	0.5471	0.574723804611372	1022.75	844	1044	977	1275	997	533.36	357.56
atsA	Rv0711	arylsulfatase AtsA	nutrient_limitation:27%; PBS_RIF_DDmtb:17%	0.5306	0.566086928068539	1019.42	894	1075	997	1311	851	76.65	51.61
Rv2897c	Rv2897c	hypothetical protein	hypoxia_late:36%; microaerophilic:17%; PBS_RIF_DDmtb:11%	0.6244	0.661853258407792	1029.39	960	891	1294	1085	941	19.08	11.6
Rv2750	Rv2750	dehydrogenase	ctl_exponential:8%	0.5438	0.579888086427836	1021.3	910	1062	963	1329	873	215.01	143.14
narK3	Rv0261c	nitrate/nitrite transporter	hypoxia_late:30%; PBS_RIF_DDmtb:16%; ctl_stationary:13%	0.7255	0.765347353520857	1027.15	1103	790	1192	988	1087	9.24	4.72
ksgA	Rv1010	rRNA small subunit methyltransferase A	zinc_limitation:11%	0.5316	0.570931527324335	1020.32	880	1058	981	1308	902	335.5	227.59
Rv1515c	Rv1515c	hypothetical protein	hypoxia_late:16%	0.5742	0.622421220868208	1021	979	999	983	1252	908	84.82	54.92
Rv2227	Rv2227	hypothetical protein	tyloxopol:11%	0.5704	0.617981467063453	1025.22	935	1004	998	1266	940	101.95	66.24
Rv3096	Rv3096	hypothetical protein	tyloxopol:11%	0.544	0.590797072839876	1024.45	909	1048	957	1309	924	93.56	62.1
Rv3482c	Rv3482c	membrane protein	PBS_RIF_DDmtb:10%	0.5689	0.603887542461599	1030.46	902	1017	1083	1276	897	112.66	73.34
rne	Rv2444c	ribonuclease E	nutrient_limitation:9%	0.542	0.578727386091334	1027.96	847	1049	975	1278	1014	456.3	307.35
Rv1203c	Rv1203c	hypothetical protein	hypoxia_late:28%	0.6528	0.751495535814105	1015.22	1109	841	846	1136	1171	33.19	19.48
Rv0145	Rv0145	S-adenosylmethionine-dependent methyltransferase	nutrient_limitation:14%; PBS_RIF_DDmtb:10%	0.5332	0.585091018944274	1026.29	869	1072	873	1319	1030	1162.18	786.57
vapB43	Rv2871	antitoxin VapB43	ctl_stationary:25%	0.6009	0.687225191402817	1018.34	1044	938	832	1261	1041	153.06	96.55
Rv1205	Rv1205	hypothetical protein	hypoxia_late:13%; human_sputum:11%	0.558	0.619770226095917	1024.67	956	1020	933	1286	948	134.71	88.62
Rv1817	Rv1817	flavoprotein	hypoxia_late:15%; ctl_stationary:10%	0.5357	0.575736448753459	1031.06	892	1063	1054	1312	864	160.67	108.07
PPE10	Rv0442c	PPE family protein PPE10	ctl_stationary:14%; hypoxia_late:12%; PBS_RIF_DDmtb:11%; human_sputum:10%	0.5615	0.602698691900979	1041.77	862	992	1245	1205	932	42.96	28.08
MT0472.1	MT0472.1	hypothetical protein	ctl_stationary:15%; hypoxia_late:14%	0.5976	0.669867360178232	1026.3	993	934	961	1215	1040	75.27	47.57
ribH	Rv1416	6,7-dimethyl-8-ribityllumazine synthase	INDIGO_exponential:9%	0.5278	0.578367401035377	1028.17	905	1059	1011	1328	868	368.45	250.36
Rv1230c	Rv1230c	membrane protein	butyrate_plus_glucose:9%	0.5323	0.591470335100806	1035.67	926	1069	986	1331	894	111.12	74.67
aac	Rv0262c	aminoglycoside 2'-N-acetyltransferase	butyrate:10%	0.5378	0.598099749504295	1033.64	929	1066	936	1360	909	254.1	169.95
vapC32	Rv1114	ribonuclease VapC32	hypoxia_late:16%	0.587	0.662380529320886	1043.68	968	936	1123	1230	976	109.32	70.46
esxF	Rv3905c	ESAT-6 like protein EsxF	hypoxia_late:24%; human_sputum:16%; ctl_stationary:12%	0.6224	0.727912138409323	1029.47	1036	886	866	1267	1119	73.19	44.99
Rv2827c	Rv2827c	hypothetical protein	microaerophilic:17%	0.5588	0.627595407166804	1051.95	954	1039	1055	1300	931	100.33	65.56
fadB4	Rv3141	NADPH quinone oxidoreductase FadB	INDIGO_exponential:7%	0.5217	0.590012160596701	1043.04	890	1084	965	1338	966	471.43	322.06
Rv3605c	Rv3605c	hypothetical protein	microaerophilic:36%	0.564	0.646913798475976	1044.37	983	995	993	1264	1000	115.38	75.41
Rv2019	Rv2019	hypothetical protein	hypoxia_fatty_acids:11%; acidic_tyloxopol:10%	0.6133	0.73055889292028	1027.79	1084	909	777	1263	1143	61.44	37.9
nuoI	Rv3153	NADH-quinone oxidoreductase subunit I	high_iron:15%; ctl_exponential:12%; INDIGO_exponential:11%	0.5254	0.589726333869744	1047.99	911	1080	1018	1349	911	367.04	249.07
Rv3837c	Rv3837c	phosphoglycerate mutase	hypoxia_fatty_acids:15%; ctl_stationary:14%; microaerophilic:10%	0.5263	0.592106861301765	1044.7	920	1074	1028	1344	887	264.55	179.43
secF	Rv2586c	protein translocase subunit SecF	cholesterol:9%	0.527	0.594670475702584	1051.59	877	1076	1027	1323	980	435.77	296.4
Rv2041c	Rv2041c	sugar ABC transporter substrate-binding lipoprotein	hypoxia_late:13%	0.5908	0.677018666597319	1054.96	998	993	996	1242	1056	27.7	17.16
Rv2309A	Rv2309A	hypothetical protein	hypoxia_late:38%; ctl_stationary:13%	0.8003	0.896943804539796	1007.22	1447	636	597	1188	1334	18.86	9.26
lpqZ	Rv1244	lipoprotein LpqZ	hypoxia_late:15%	0.5251	0.601769868731629	1043.64	950	1082	956	1361	900	176.55	119.6
Rv1129c	Rv1129c	transcriptional regulator	hypoxia_fatty_acids:18%; human_sputum:16%	0.5266	0.59834154372564	1048.23	897	1096	937	1353	988	339.45	229.93
Rv0295c	Rv0295c	hypothetical protein	tyloxopol:10%	0.5318	0.602970941233321	1054.68	925	1073	1061	1352	892	199	133.99
Rv1084	Rv1084	hypothetical protein	hypoxia_late:16%; microaerophilic:16%	0.5221	0.587967757694036	1058.77	895	1081	1135	1322	891	120.35	81.9
vapB3	Rv0550c	antitoxin VapB3	ctl_stationary:25%; hypoxia_late:12%	0.6093	0.736448317458554	1041.66	1057	896	876	1281	1125	80.46	50.22
ligC	Rv3731	DNA ligase C	hypoxia_late:15%; human_sputum:12%; PBS_RIF_DDmtb:11%	0.5729	0.647392692404082	1074.59	913	962	1381	1191	961	45.21	29.24
suhB	Rv2701c	inositol-1-monophosphatase SuhB	hypoxia_late:20%	0.5288	0.608210508420089	1059.14	936	1060	1114	1327	886	148.52	100.58
ask	Rv3709c	aspartokinase	microaerophilic:12%; zinc_limitation:10%	0.5182	0.602048337115307	1055.15	912	1105	938	1371	981	353.1	241.04
Rvns02	Rvns02	10Sa RNA	ctl_stationary:12%; PBS_RIF_DDmtb:11%	0.5513	0.652586815142256	1057.22	1003	1042	930	1335	998	112.21	73.67
Rv2795c	Rv2795c	hypothetical protein	high_iron:9%	0.5211	0.60109066600966	1059.86	927	1097	1017	1373	916	232.7	158.12
fadE32	Rv3563	acyl-CoA dehydrogenase FadE32	hypoxia_late:36%; human_sputum:15%	0.5258	0.608513828208322	1060.56	955	1099	991	1375	913	183.77	123.96
Rv0193c	Rv0193c	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:12%; ctl_stationary:11%; human_sputum:11%	0.5239	0.604677097887796	1064.04	885	1089	1023	1343	1006	392.59	267.4
nuoL	Rv3156	NADH-quinone oxidoreductase subunit L	high_iron:17%; butyrate_plus_glucose:11%; INDIGO_exponential:10%	0.5212	0.605094487227494	1063.95	886	1092	1019	1346	1003	353.31	241.23
Rv1456c	Rv1456c	antibiotic ABC transporter permease	hypoxia_late:16%; tyloxopol:12%	0.5262	0.627276846850348	1059.75	978	1077	944	1362	964	105.04	70.78
Rv0961	Rv0961	integral membrane protein	INDIGO_exponential:11%	0.5708	0.691220122673483	1062.92	1011	984	955	1304	1078	102.57	66.21
Rv2668	Rv2668	hypothetical protein	hypoxia_late:20%; butyrate:11%	0.5497	0.661367915834449	1067.94	1014	1025	1024	1314	979	122.64	81.13
MT0383	MT0383	hypothetical protein	hypoxia_late:15%	0.5426	0.639589578434105	1080.16	937	1024	1238	1294	934	198.82	133.26
Rv2102	Rv2102	hypothetical protein	human_sputum:10%	0.5281	0.627133274267753	1074.27	941	1052	1109	1337	955	135.08	91.29
Rv3160c	Rv3160c	TetR family transcriptional regulator	hypoxia_fatty_acids:26%; microaerophilic:19%; ctl_stationary:12%; nutrient_limitation:12%	0.5703	0.678488018821692	1075.76	1009	1010	1056	1305	1013	79.17	50.99
Rv0689c	Rv0689c	hypothetical protein	hypoxia_late:29%	0.6242	0.777841570195055	1057.51	1182	867	892	1237	1138	80.43	49.55
Rv3906c	Rv3906c	hypothetical protein	hypoxia_late:12%	0.5494	0.68224863339377	1061.88	1037	1015	939	1317	1020	100.2	66.14
Rv3553	Rv3553	oxidoreductase	human_sputum:23%; hypoxia_late:22%; hypoxia_fatty_acids:10%	0.5125	0.616617317571357	1073.58	958	1116	987	1391	946	233.66	159.65
Rv0857	Rv0857	hypothetical protein	human_sputum:12%	0.5297	0.653844239262047	1071.25	1008	1068	947	1376	983	172.77	116.09
PPE20	Rv1387	PPE family protein PPE20	tyloxopol:12%; ctl_exponential:12%	0.5124	0.623789461244046	1071.68	906	1111	928	1377	1068	814.07	559.4
Rv0597c	Rv0597c	hypothetical protein	high_iron:12%	0.5134	0.615209502767045	1083.03	939	1106	1090	1384	926	183.31	125.3
murA	Rv1315	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	ctl_stationary:8%	0.5125	0.610545022925564	1083.24	918	1102	1101	1363	959	276.77	190.18
Rv0862c	Rv0862c	hypothetical protein	hypoxia_late:22%	0.5411	0.630666768867052	1098.87	928	1085	1280	1313	920	48.05	31.63
cya	Rv1625c	adenylyl cyclase	microaerophilic:9%	0.5145	0.61743624584658	1086.76	945	1091	1179	1351	898	131.81	90.17
Rv0461	Rv0461	transmembrane protein	human_sputum:10%	0.5131	0.621009416109856	1086.07	953	1101	1094	1389	923	317.28	217.29
PE24	Rv2408	PE family protein PE24	hypoxia_late:18%	0.5359	0.662517324273763	1084.35	1018	1050	1068	1325	977	101.81	68.05
MT2460	MT2460	hypothetical protein	ctl_exponential:14%	0.5506	0.6951488100523	1077.87	1032	1012	953	1374	1042	479.83	317.59
Rv1906c	Rv1906c	hypothetical protein	human_sputum:9%	0.5144	0.642230089432822	1082.21	999	1088	1005	1382	962	252.88	172.8
Rv1748	Rv1748	hypothetical protein	hypoxia_late:10%	0.5554	0.676224898528966	1098.66	1015	1046	1107	1334	1007	81	52.83
lhr	Rv3296	ATP-dependent helicase	hypoxia_late:19%; zinc_limitation:12%	0.5141	0.62221641493441	1098.51	898	1109	1150	1357	1005	129.7	88.75
Rv3486	Rv3486	hypothetical protein	nutrient_limitation:22%; butyrate_plus_glucose:12%	0.5186	0.644554640576678	1090.05	952	1071	1089	1381	982	202.31	137.67
Rv2781c	Rv2781c	oxidoreductase	low_iron:26%	0.5077	0.621248357743725	1094.31	948	1107	1130	1386	930	232.16	159.92
MT2924	MT2924	hypothetical protein	hypoxia_late:18%	0.686	0.820271450787017	1100.06	1166	811	1181	1165	1205	24.85	13.92
MTS1827	MTS1827	small intergenic RNA	acidic_tyloxopol:12%	0.545	0.678730137069459	1097.87	949	1028	1099	1368	1067	210.44	139.26
Rv2375	Rv2375	hypothetical protein	butyrate_plus_glucose:11%; butyrate:10%	0.5041	0.63099157756276	1091.8	971	1120	1048	1398	950	639.47	440.56
argC	Rv1652	N-acetyl-gamma-glutamyl-phoshate reductase	hypoxia_late:23%; hypoxia_hypoxic:10%	0.5125	0.638841081029818	1096.38	996	1098	1102	1378	933	121.33	82.97
amiA1	Rv3305c	N-acyl-L-amino acid amidohydrolase AmiA	high_iron:9%	0.5035	0.649477087043039	1085.55	1017	1121	919	1420	984	96.43	65.99
fadD24	Rv1529	fatty-acid--CoA ligase FadD24	ctl_stationary:12%; hypoxia_late:11%	0.5309	0.653778299984468	1104.53	989	1086	1168	1345	956	50.41	33.58
Rv1941	Rv1941	short-chain type dehydrogenase/reductase	INDIGO_exponential:9%	0.4966	0.629657274784305	1092.55	970	1123	1043	1401	954	263.98	182.94
fadE33	Rv3564	acyl-CoA dehydrogenase FadE33	hypoxia_late:31%; human_sputum:23%	0.5023	0.637950899777562	1096.04	995	1131	1004	1429	953	182.6	125.42
vapB45	Rv3181c	antitoxin VapB45	hypoxia_late:24%; ctl_stationary:11%	0.5696	0.753137990370948	1082.77	1170	994	845	1341	1096	72.38	46.59
MT3270.1	MT3270.1	hypothetical protein	hypoxia_late:22%; ctl_stationary:12%	0.5407	0.712632437744153	1090.2	1053	1047	877	1393	1112	97.29	64.11
MT1945	MT1945	hypothetical protein	human_sputum:16%; PBS_RIF_DDmtb:14%; hypoxia_late:13%	0.565	0.736365744375982	1101.82	1062	982	1022	1326	1133	79.21	51.18
Rv0779c	Rv0779c	transmembrane protein	hypoxia_late:35%	0.5485	0.718658765964828	1099.87	1081	1057	943	1387	1055	82.45	53.91
espD	Rv3614c	ESX-1 secretion-associated protein EspD	acidic_tyloxopol:23%; acidic:22%	0.4997	0.647604673087956	1101.64	930	1124	1015	1396	1070	1762.32	1221.97
Rv3401	Rv3401	glycosyl hydrolase	low_iron:10%	0.4988	0.640638735199425	1107.72	965	1138	1060	1406	996	146.79	101.26
Rv3446c	Rv3446c	hypothetical protein	hypoxia_late:62%	0.6971	0.880674177888109	1086.15	1498	806	905	1182	1104	2.28	0.58
Rv0580c	Rv0580c	hypothetical protein	cholesterol:22%	0.4972	0.65714173665811	1098.76	1020	1129	946	1446	987	256.28	176.93
Rv0921	Rv0921	resolvase	microaerophilic:15%; hypoxia_late:14%; ctl_stationary:11%	0.4994	0.643520572758271	1110.18	986	1130	1067	1423	973	423.57	292.65
amt	Rv2920c	ammonium transporter integral membrane protein	human_sputum:14%; hypoxia_late:14%	0.5291	0.670126860811249	1121.69	997	1094	1174	1369	995	56.98	37.9
aroK	Rv2539c	shikimate kinase	microaerophilic:26%	0.5051	0.652282631981717	1109.12	1005	1119	1079	1405	963	275.76	189.36
vapB46	Rv3385c	antitoxin VapB46	cholesterol:8%	0.502	0.650557491317298	1107.12	1004	1114	1066	1407	970	446.74	308.35
Rv2662	Rv2662	hypothetical protein	ctl_stationary:25%; PBS_RIF_DDmtb:14%	0.6756	0.855944746218369	1103.19	1212	768	1062	1221	1297	35.41	20.33
Rv2811	Rv2811	hypothetical protein	hypoxia_late:57%	0.8665	0.950409355760076	1074.16	1433	436	784	1489	1486	2.4	0
rimP	Rv2842c	ribosome maturation factor RimP	nutrient_limitation:8%	0.4864	0.645683957671393	1101.68	991	1148	935	1443	1026	609.56	425.82
guaB3	Rv3410c	oxidoreductase	microaerophilic:14%; hypoxia_late:10%	0.4914	0.642189118833638	1114.91	990	1137	1080	1427	969	197.03	136.98
mpa	Rv2115c	proteasome-associated ATPase	cholesterol:13%; nutrient_limitation:12%	0.4943	0.650385764270662	1107.07	942	1132	1003	1400	1085	616.07	429.23
Rv0340	Rv0340	hypothetical protein	hypoxia_late:12%	0.5381	0.70858881778709	1115.89	1038	1037	1100	1350	1069	88.01	58.36
rmlD	Rv3266c	dTDP-4-dehydrorhamnose reductase	hypoxia_late:9%	0.5044	0.648793010708292	1121.96	987	1117	1205	1395	935	186.27	128.16
Rv0791c	Rv0791c	hypothetical protein	hypoxia_fatty_acids:59%	0.5199	0.686053928680778	1115.72	1034	1070	1128	1355	1008	55.67	37.59
Rv1119c	Rv1119c	hypothetical protein	hypoxia_late:11%	0.564	0.761827557756608	1103.46	1105	973	916	1372	1180	191.46	124.21
MT0761	MT0761	hypothetical protein	PBS_RIF_DDmtb:28%; hypoxia_late:22%; nutrient_limitation:15%	0.7502	0.916509852549366	1089.73	1387	694	727	1354	1422	32.93	17.25
bisC	Rv1442	biotin sulfoxide reductase BisC	nutrient_limitation:7%	0.4845	0.645420991426479	1116.84	981	1147	1071	1419	993	134.84	94.31
Rv1455	Rv1455	hypothetical protein	hypoxia_late:20%; ctl_stationary:14%	0.5861	0.766893691610587	1129.46	1135	1019	1086	1339	1081	35.14	21.88
mprA	Rv0981	two-component response regulator MrpA	nutrient_limitation:13%	0.4917	0.654363861670674	1121.36	1012	1135	1091	1428	968	232.81	161.75
PE_PGRS39	Rv2340c	PE-PGRS family protein PE_PGRS39	hypoxia_late:14%	0.4984	0.661097704375736	1132.18	1016	1151	1110	1441	971	144.32	99.08
Rv2908c	Rv2908c	hypothetical protein	acidic:13%; ctl_exponential:10%	0.4851	0.664986852243818	1119.01	1043	1144	999	1448	991	654.69	457.01
lprQ	Rv0483	lipoprotein LprQ	zinc_limitation:14%; hypoxia_rar:11%	0.4875	0.66524262823052	1120.53	967	1153	962	1435	1117	857.42	599.17
Rv0787	Rv0787	hypothetical protein	human_sputum:11%; hypoxia_late:10%	0.4912	0.656658837374786	1132.15	1000	1139	1140	1431	978	235.81	163.91
pyrF	Rv1385	orotidine 5'-phosphate decarboxylase	hypoxia_late:20%	0.5097	0.678493783777776	1133.23	1013	1112	1147	1413	1004	111.02	75.66
lpqQ	Rv0835	lipoprotein LpqQ	human_sputum:16%; ctl_stationary:10%	0.5325	0.705447142000183	1146.59	992	1003	1430	1297	1044	65.97	44.39
otsB2	Rv3372	trehalose 6-phosphate phosphatase	hypoxia_late:13%	0.4945	0.665273302902673	1131.43	1030	1136	1120	1433	965	126.06	87.14
Rv1417	Rv1417	membrane protein	acidic:10%	0.5095	0.693111451877669	1127.78	1054	1108	1046	1422	1031	169.07	115.36
metS	Rv1007c	methionine--tRNA ligase	zinc_limitation:8%	0.4947	0.654566714718085	1139.16	984	1126	1276	1399	943	110.93	76.85
MT2721	MT2721	hypothetical protein	hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:11%	0.5741	0.788955412682018	1120.25	1184	978	926	1332	1207	59.37	37.68
Rv0142	Rv0142	hypothetical protein	hypoxia_late:21%	0.5049	0.687671920530151	1128.9	1048	1115	1070	1416	1017	88.24	60.33
Rv2060	Rv2060	integral membrane protein	hypoxia_rar:9%	0.4868	0.683498508578122	1117.29	1074	1142	922	1458	1025	297.87	207.13
Rv1324	Rv1324	thioredoxin	INDIGO_exponential:14%	0.4909	0.665194001953506	1137.56	973	1141	1116	1425	1057	578.44	402.98
ureG	Rv1852	urease accessory protein UreG	hypoxia_late:20%	0.5349	0.732793490834235	1138.02	1100	1065	1122	1383	1036	76.68	50.94
arsB2	Rv3578	arsenic transport integral membrane protein ArsB	hypoxia_late:18%; PBS_RIF_DDmtb:15%; human_sputum:11%	0.5088	0.686706039643819	1142.77	1035	1125	1134	1426	1016	76.56	51.87
rfbD	Rv3783	O-antigen/lipopolysaccharide ABC transporter permease RfbD	INDIGO_exponential:12%	0.4806	0.671593045572627	1134.29	1040	1161	1041	1457	1001	192.4	134.43
ercc3	Rv0861c	DNA helicase Ercc3	zinc_limitation:17%	0.4843	0.669640260798435	1146.67	1026	1157	1148	1444	985	101.94	70.86
Rv0207c	Rv0207c	hypothetical protein	INDIGO_exponential:8%	0.4757	0.671681776242368	1138.1	1006	1167	1040	1454	1051	519.52	366.05
Rv3559c	Rv3559c	oxidoreductase	human_sputum:28%; hypoxia_late:22%	0.4767	0.671756110859037	1140.22	1031	1174	1032	1471	1023	339.75	238.46
Rv2297	Rv2297	hypothetical protein	acidic:11%	0.5194	0.730143745148289	1153.95	1067	1064	1210	1397	1050	112.83	76.47
Rv2867c	Rv2867c	GCN5-like N-acetyltransferase	microaerophilic:9%	0.4704	0.67837932884134	1145.98	1025	1175	1037	1461	1059	446.32	315.62
argW	Rvnt28	tRNA-Arg	hypoxia_late:32%; hypoxia_hypoxic:18%	0.954	0.984064574713327	1075.5	1538	366	536	1926	1489	16.47	5.46
vapC3	Rv0549c	ribonuclease VapC3	ctl_stationary:22%; hypoxia_late:11%	0.5166	0.740978321333893	1154.28	1083	1095	1065	1437	1111	120.15	80.86
aroB	Rv2538c	3-dehydroquinate synthase	microaerophilic:13%	0.4765	0.685680327685874	1159.04	1051	1164	1157	1455	994	145.65	102.14
narG	Rv1161	nitrate reductase subunit alpha	microaerophilic:14%; nutrient_limitation:12%; acidic:11%	0.4824	0.686595273203314	1163.13	963	1156	1131	1439	1151	410.31	287.99
ilvD	Rv0189c	dihydroxy-acid dehydratase	PBS_RIF_DDmtb:9%	0.4768	0.685877506718307	1165.75	1023	1183	1129	1467	1052	196.49	137.55
mce2B	Rv0590	MCE-family protein mce2B	hypoxia_fatty_acids:15%	0.5032	0.721568434548752	1163.92	1049	1103	1206	1421	1060	63.51	43.46
dppD	Rv3663c	dipeptide ABC transporter ATP-binding protein DppD	hypoxia_late:13%	0.4892	0.706044422454475	1163.07	1052	1128	1199	1412	1043	44.36	30.55
Rv2172c	Rv2172c	hypothetical protein	zinc_limitation:12%	0.4672	0.688089396853845	1153.41	1021	1187	1000	1476	1113	731.23	518.5
