GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	S_687338_Probe_4A_100_S23
rpsR1	Rv0055	30S ribosomal protein S18	zinc_limitation:21%; hypoxia_rar:13%	6.0828	0.745078987419878	810.03	1146	362	330	1599	978	505.65	0
esxV	Rv3619c	ESAT-6 like protein EsxV	ctl_exponential:9%	5.3124	0.0133895013707949	979.47	518	892	2516	1867	110	1325.89	7.94
fadE6	Rv0271c	acyl-CoA dehydrogenase FadE6	microaerophilic:21%	5.5743	0.0944340946242583	1035.05	534	1230	1286	310	2422	205.41	0
fadD18	Rv3513c	fatty-acid--CoA ligase FadD18	hypoxia_fatty_acids:28%; ctl_stationary:16%; hypoxia_late:16%	5.6921	0.580357781660357	822.91	984	875	794	1135	425	273.82	0
Rv1830	Rv1830	HTH-type transcriptional regulator	INDIGO_exponential:9%	5.9259	0.291680574709992	1009.6	599	509	507	655	4061	407.57	0
rplR	Rv0720	50S ribosomal protein L18	hypoxia_rar:10%	5.9386	0.691679682455717	827.72	1055	525	529	1399	787	401.65	0
eccB5	Rv1782	ESX-5 type VII secretion system protein EccB5	microaerophilic:18%; acidic:12%; ctl_stationary:11%	4.9544	0.000295439856507607	852.46	529	1615	1722	1526	5	556.47	4.8
rpmJ	Rv3461c	50S ribosomal protein L36	human_sputum:13%; ctl_exponential:12%	6.4129	0.830268617159494	810.66	1389	145	127	1980	1390	846.5	0
pstP	Rv0018c	phosphoserine/threonine phosphatase PstP	microaerophilic:12%	5.6591	0.130070905756715	1049.73	538	1003	946	421	3120	248.72	0
Rv2732c	Rv2732c	transmembrane protein	hypoxia_late:9%	5.7099	0.608247639601141	834.66	1002	825	744	1235	469	283.63	0
gdh	Rv2476c	NAD-dependent glutamate dehydrogenase	zinc_limitation:10%	5.0143	0.000119275549715861	909.7	453	1522	2292	1085	94	309.53	1.51
Rv3847	Rv3847	hypothetical protein	acidic:14%; ctl_stationary:10%	5.8879	0.170370614369915	1082.25	670	477	511	839	4250	429.44	0
ksgA	Rv1010	rRNA small subunit methyltransferase A	zinc_limitation:11%	5.833	0.226380940334675	1035.03	591	669	585	560	3948	336.66	0
Rv0314c	Rv0314c	membrane protein	ctl_stationary:9%	5.6811	0.589639995436807	835.49	998	888	829	1144	421	270.45	0
Rv1732c	Rv1732c	hypothetical protein	butyrate:10%	5.8086	0.111372775417006	1129.07	753	523	477	918	4298	400.1	0
galE2	Rv0501	UDP-glucose 4-epimerase GalE	human_sputum:9%	5.7494	0.169019825894384	1057.22	535	776	791	498	3739	297.28	0
lprK	Rv0173	Mce family lipoprotein LprK	butyrate_plus_glucose:16%	5.7266	0.165424584537902	1054.29	548	808	748	492	3719	288.8	0
Rv1734c	Rv1734c	hypothetical protein	nutrient_limitation:49%; cholesterol:21%	6.197	0.819457514325868	798.23	1391	305	260	1640	893	562.47	0
Rv2576c	Rv2576c	membrane protein	tyloxopol:12%	6.0387	0.429774904076462	1006.12	750	365	363	790	4218	504.85	0
murA	Rv1315	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	ctl_stationary:8%	5.7054	0.162094954848455	1056.15	550	859	760	499	3579	277.7	0
MT2113	MT2113	hypothetical protein	hypoxia_fatty_acids:17%	5.761	0.0953611960427951	1136.54	712	559	499	920	4299	378.75	0
sirA	Rv2391	sulfite reductase	nutrient_limitation:10%	5.608	0.12703297442285	1053.91	568	1083	916	406	3043	232.1	0
Rv0178	Rv0178	Mce associated membrane protein	INDIGO_exponential:10%	5.8276	0.265324958329769	1029.25	587	588	480	685	4077	367.66	0
Rv3030	Rv3030	S-adenosylmethionine-dependent methyltransferase	tyloxopol:10%; hypoxia_late:10%	5.5923	0.532725951333616	848.26	981	1060	1066	967	324	234.68	0
thiL	Rv2977c	thiamine-monophosphate kinase	zinc_limitation:18%; hypoxia_late:14%	5.528	0.491922821773084	847.56	967	1207	1198	919	219	209.15	0
Rv3642c	Rv3642c	hypothetical protein	human_sputum:17%	6.1767	0.790752793173321	838.25	1238	283	320	1687	1142	593.95	0
MT3974.1	MT3974.1	hypothetical protein	human_sputum:12%	5.9084	0.71574006841548	841.19	1128	544	541	1375	771	386.46	0
Rv1264	Rv1264	adenylyl cyclase	high_iron:8%	5.716	0.165203679640161	1070.04	549	821	810	490	3706	284.69	0
Rv3683	Rv3683	hypothetical protein	PBS_RIF_DDmtb:8%	5.7844	0.203360322702664	1068.42	558	710	692	567	3975	324.45	0
Rv1233c	Rv1233c	hypothetical protein	tyloxopol:16%; human_sputum:13%	5.7318	0.636834687883113	851.09	1028	797	804	1250	478	291.37	0
Rv0144	Rv0144	transcriptional regulator	nutrient_limitation:16%	5.5854	0.545649427128378	853.11	983	1079	996	1062	313	231.71	0
PE12	Rv1172c	PE family protein PE12	acidic_tyloxopol:10%; PBS_RIF_DDmtb:10%	5.7976	0.212298111510563	1068.34	567	690	687	578	3981	330.72	0
MT1234	MT1234	fragment of putative small regulatory RNA	hypoxia_hypoxic:16%; hypoxia_rar:13%	6.4569	0.856607090845543	831.06	1423	122	125	2124	1452	912.05	0
fadE26	Rv3504	acyl-CoA dehydrogenase FadE26	hypoxia_fatty_acids:15%; hypoxia_late:12%; ctl_stationary:10%	5.7179	0.176523361677627	1070.65	573	820	821	478	3662	284.12	0
Rv2532c	Rv2532c	hypothetical protein	low_iron:9%	5.8804	0.708252966635839	852.76	1135	577	584	1345	754	372.32	0
Rv1996	Rv1996	universal stress protein	cholesterol:33%; microaerophilic:13%	5.8529	0.271991740098182	1056.85	648	653	660	534	3936	341.89	0
narK1	Rv2329c	nitrate/nitrite transporter	acidic:13%; zinc_limitation:11%	5.604	0.132720896549908	1067.39	574	1044	849	425	3287	238.74	0
rpsP	Rv2909c	30S ribosomal protein S16	hypoxia_rar:11%; hypoxia_hypoxic:11%	5.9769	0.357261040535508	1046.69	641	426	491	818	4231	473.19	0
lipB	Rv2217	octanoyltransferase	tyloxopol:8%	5.671	0.633884159221931	837.54	1111	917	789	1084	403	264.61	0
hsaG	Rv3535c	acetaldehyde dehydrogenase	microaerophilic:44%; hypoxia_fatty_acids:15%	5.8263	0.218543641630485	1081.5	552	660	811	563	3974	340.57	0
nusB	Rv2533c	N utilization substance protein B	hypoxia_rar:8%	5.7775	0.668534266808948	859.56	1068	704	639	1269	701	326.69	0
Rv0921	Rv0921	resolvase	microaerophilic:15%; hypoxia_late:14%; ctl_stationary:11%	5.9077	0.347757222224418	1037.42	666	484	426	787	4166	423.67	0
Rv0192	Rv0192	hypothetical protein	human_sputum:8%	5.7445	0.186807388476339	1088.28	551	774	796	520	3923	299.59	0
phoY2	Rv0821c	phosphate-transport system transcriptional regulator PhoY2	nutrient_limitation:15%	5.6516	0.608625893728608	862.52	1042	904	831	1111	499	267.33	0
Rv3897c	Rv3897c	hypothetical protein	hypoxia_late:15%	5.7051	0.623610211693151	871.59	996	846	977	1195	447	280.19	0
mutB	Rv1493	methylmalonyl-CoA mutase large subunit	microaerophilic:11%; hypoxia_late:11%	5.5341	0.108065839152489	1082.45	582	1301	1312	325	2506	198.31	0
Rv1269c	Rv1269c	hypothetical protein	acidic_tyloxopol:14%; human_sputum:11%; butyrate:10%	5.9095	0.73952511870118	842.4	1208	539	441	1431	802	389.96	0
Rv3205c	Rv3205c	hypothetical protein	tyloxopol:7%	5.7613	0.226634172957046	1068.74	590	697	614	599	4034	328.12	0
choD	Rv3409c	cholesterol oxidase	microaerophilic:12%	5.604	0.133402190546037	1082.12	572	1103	1122	380	2955	229.07	0
echA21	Rv3774	enoyl-CoA hydratase EchA21	tyloxopol:12%	5.7831	0.245217975184584	1069.25	589	655	617	634	4047	341.27	0
Rv3645	Rv3645	transmembrane protein	hypoxia_rar:10%	5.6047	0.138780092155004	1079.08	581	1076	954	422	3126	233.79	0
Rv2708c	Rv2708c	hypothetical protein	cholesterol:11%	6.0947	0.800182711080013	846.04	1284	351	369	1618	988	514.62	0
Rv2114	Rv2114	hypothetical protein	nutrient_limitation:17%	5.6776	0.620603225788377	871.61	1032	867	915	1115	502	275.59	0
Rv2721c	Rv2721c	hypothetical protein	tyloxopol:10%	5.5092	0.111240849132402	1078.9	598	1286	1048	361	2761	199.38	0
Rv0647c	Rv0647c	hypothetical protein	hypoxia_rar:11%	5.6097	0.148719473044358	1091.35	583	1025	827	468	3437	244.49	0
Rv1337	Rv1337	integral membrane protein	zinc_limitation:9%	5.6402	0.623850082100773	866.51	1097	973	900	1082	399	254.95	0
PPE17	Rv1168c	PPE family protein PPE17	nutrient_limitation:18%; hypoxia_fatty_acids:15%; PBS_RIF_DDmtb:14%	5.468	0.501096672605329	869.7	1022	1302	1055	958	255	197.38	0
Rv0634A	Rv0634A	hypothetical protein	ctl_exponential:18%; acidic:10%	6.0402	0.778574127028782	864.78	1210	394	344	1731	1040	491.41	0
mbtC	Rv2382c	polyketide synthetase	low_iron:42%; hypoxia_late:15%; human_sputum:11%	5.6557	0.163232839739632	1098.12	571	936	870	489	3551	261.45	0
Rv3828c	Rv3828c	resolvase	hypoxia_late:16%; zinc_limitation:14%	5.8263	0.326934362560867	1062.96	649	534	501	745	4193	390.63	0
aceAb	Rv1916	isocitrate lyase AceAb	acidic_tyloxopol:9%	5.7333	0.183829845239056	1111.96	539	813	1038	507	3632	288.27	0
Rv0133	Rv0133	GCN5-like N-acetyltransferase	zinc_limitation:11%	5.6825	0.641492752456012	871.95	1082	852	795	1175	533	279.59	0
cdh	Rv2289	CDP-diacylglycerol pyrophosphatase	acidic:10%	5.6749	0.631895008334499	878.08	1074	984	1188	1039	300	255.57	0
Rv0106	Rv0106	hypothetical protein	zinc_limitation:74%	5.6709	0.177513865990716	1099.53	580	870	710	525	3926	275.29	0
Rv2778c	Rv2778c	hypothetical protein	INDIGO_exponential:11%	5.7659	0.675873933748106	883.71	1083	711	663	1312	734	324.01	0
lprA	Rv1270c	lipoprotein LprA	hypoxia_late:8%	5.6229	0.590390852225676	896.24	1019	1002	1094	1088	402	250.24	0
sodA	Rv3846	superoxide dismutase	acidic_tyloxopol:12%	5.7431	0.132280846272356	1165.19	705	596	628	861	4265	365.08	0
Rv0268c	Rv0268c	hypothetical protein	acidic_tyloxopol:14%; human_sputum:12%	5.9404	0.406791341121856	1059.04	707	444	451	826	4235	454.48	0
Rv2219A	Rv2219A	membrane protein	acidic_tyloxopol:10%	5.8281	0.714572111662467	878.34	1120	624	624	1371	769	351.87	0
Rv1157c	Rv1157c	hypothetical protein	microaerophilic:11%; tyloxopol:10%	5.7101	0.203216893508808	1107.44	579	801	777	546	3942	290.29	0
TB16.3	Rv2185c	hypothetical protein	acidic:15%	5.8554	0.728609174706468	877.71	1145	606	658	1440	680	355.66	0
sigH	Rv3223c	ECF RNA polymerase sigma factor SigH	zinc_limitation:14%	5.6182	0.611744215768544	885.87	1073	950	779	1174	532	259.27	0
Rv3672c	Rv3672c	hypothetical protein	zinc_limitation:10%	5.5463	0.56856939905793	889.68	1040	1113	983	1063	383	227.07	0
Rv3626c	Rv3626c	hypothetical protein	microaerophilic:17%	5.5082	0.517446894962311	897.27	1009	1261	1468	894	204	202.91	0
Rv0543c	Rv0543c	hypothetical protein	high_iron:9%	5.9965	0.780660044077833	870.32	1251	452	405	1658	902	447.26	0
mce1A	Rv0169	Mce family protein Mce1A	acidic:12%; ctl_exponential:11%; acidic_tyloxopol:11%	5.6875	0.166573407659567	1129.43	544	912	1227	456	3379	266.08	0
argB	Rv1654	acetylglutamate kinase	microaerophilic:13%; hypoxia_hypoxic:11%; hypoxia_late:10%; zinc_limitation:10%	5.5344	0.54822534216712	902.89	1012	1152	1263	963	321	219.08	0
Rv3837c	Rv3837c	phosphoglycerate mutase	hypoxia_fatty_acids:15%; ctl_stationary:14%; microaerophilic:10%	5.6744	0.625703672299084	904.81	1025	914	1274	1070	390	264.36	0
vapB46	Rv3385c	antitoxin VapB46	cholesterol:8%	6.0017	0.772864691104588	878.84	1178	455	521	1608	879	446.34	0
Rv2704	Rv2704	hypothetical protein	butyrate_plus_glucose:12%; low_iron:10%	5.82	0.735596433806266	874.45	1250	639	515	1362	763	348.03	0
nrnA	Rv2837c	bifunctional oligoribonuclease/PAP phosphatase NrnA	PBS_RIF_DDmtb:13%	5.7131	0.226828870320611	1106.63	601	770	714	585	3989	301.86	0
dapF	Rv2726c	diaminopimelate epimerase	microaerophilic:11%	5.7821	0.248911015928998	1115.12	586	689	820	595	4030	335.89	0
Rv1904	Rv1904	hypothetical protein	acidic_tyloxopol:15%; acidic:11%	5.8694	0.737390688225369	884.16	1153	600	698	1432	674	361.1	0
Rv3400	Rv3400	hydrolase	hypoxia_late:10%	5.5633	0.602484310315748	891.15	1090	1074	937	1080	400	233.1	0
Rv3277	Rv3277	transmembrane protein	tyloxopol:11%; human_sputum:10%	5.5376	0.576582811248522	901.84	1045	1115	1027	1067	389	225.45	0
Rv3258c	Rv3258c	hypothetical protein	tyloxopol:11%; ctl_exponential:11%; hypoxia_late:10%	5.7333	0.691914039952043	898.93	1119	740	715	1280	715	311	0
Rv2657c	Rv2657c	prophage protein	acidic_tyloxopol:10%	6.0884	0.843660223440214	842.55	1498	368	294	1544	949	504.71	0
Rv3677c	Rv3677c	beta lactamase	INDIGO_exponential:9%	5.7435	0.296326006382669	1099.53	660	683	545	711	4091	335.57	0
nuoC	Rv3147	NADH-quinone oxidoreductase subunit C	high_iron:15%; tyloxopol:14%; butyrate_plus_glucose:12%	5.6144	0.611363278497329	911.1	1041	993	1031	1165	437	251.15	0
htpG	Rv2299c	chaperone protein HtpG	tyloxopol:8%	5.4978	0.122771246087039	1118.7	597	1256	1071	392	3007	203.36	0
Rv2061c	Rv2061c	hypothetical protein	tyloxopol:10%	5.878	0.757766103596862	882.52	1242	582	630	1343	752	371.27	0
Rv2554c	Rv2554c	Holliday junction resolvase	microaerophilic:37%	5.7217	0.691870987199693	904.45	1102	762	673	1426	669	303.94	0
kmtR	Rv0827c	HTH-type transcriptional regulator KmtR	butyrate:26%; hypoxia_fatty_acids:10%; cholesterol:10%	5.8486	0.729063028871784	904.9	1106	593	637	1503	829	366.8	0
fum	Rv1098c	fumarate hydratase	tyloxopol:11%	5.6567	0.16286893127812	1141.68	554	965	1253	443	3352	255.78	0
Rv3832c	Rv3832c	hypothetical protein	butyrate_plus_glucose:60%; butyrate:20%	5.8612	0.364869529697061	1097.69	655	503	609	786	4215	410.6	0
Rv3207c	Rv3207c	hypothetical protein	ctl_stationary:7%	5.7345	0.265023529253707	1115.35	613	708	703	646	4056	324.99	0
Rv0293c	Rv0293c	hypothetical protein	low_iron:11%	5.6577	0.195823956277444	1128.03	595	886	782	533	3934	272.25	0
drrB	Rv2937	daunorubicin ABC transporter permease DrrB	INDIGO_exponential:13%; tyloxopol:11%	5.4884	0.56594519019031	903.02	1064	1188	945	1071	388	212.88	0
Rv2714	Rv2714	hypothetical protein	ctl_stationary:9%	5.4831	0.539848958874802	908.36	1027	1244	1186	1022	288	203.82	0
cmaA2	Rv0503c	cyclopropane mycolic acid synthase	acidic_tyloxopol:12%	5.5108	0.548115531650973	913.38	1026	1182	1261	971	325	213.57	0
gyrA	Rv0006	DNA gyrase subunit A	INDIGO_exponential:8%	4.931	0.000276435423325835	979.65	565	1770	2529	1472	4	351.27	2.62
helZ	Rv2101	helicase HelZ	hypoxia_late:11%	5.3874	0.0903303652719741	1108	673	1644	1385	273	2135	158.99	0
pstS3	Rv0928	phosphate ABC transporter substrate-binding lipoprotein PstS	hypoxia_late:12%; human_sputum:11%	5.4374	0.502203519592892	907.07	1021	1362	1331	923	221	188.34	0
Rv0472c	Rv0472c	HTH-type transcriptional regulator	INDIGO_exponential:11%	5.5981	0.621652650954443	911.65	1057	1005	926	1218	459	248.5	0
mscR	Rv2259	S-nitrosomycothiol reductase MscR	high_iron:8%	5.4614	0.51095483718693	919.84	1010	1332	1438	929	224	193.8	0
Rv2295	Rv2295	hypothetical protein	human_sputum:11%; acidic_tyloxopol:11%	5.6552	0.644411897552449	912.76	1060	894	1088	1109	498	268.34	0
echA3	Rv0632c	enoyl-CoA hydratase EchA3	tyloxopol:9%	5.7878	0.324202054007103	1114.4	635	598	668	732	4142	364.01	0
rpfD	Rv2389c	resuscitation-promoting factor RpfD	hypoxia_rar:11%; nutrient_limitation:11%	5.7752	0.720419142739666	912.44	1162	698	778	1287	716	326.83	0
thrA	Rv1294	homoserine dehydrogenase	hypoxia_rar:8%	5.663	0.181996893611799	1146.28	570	932	1084	495	3565	264.12	0
Rv0477	Rv0477	hypothetical protein	hypoxia_fatty_acids:8%	5.7826	0.719248357182549	919.88	1172	686	708	1363	767	333.35	0
Rv2216	Rv2216	epimerase family protein	zinc_limitation:8%	5.7261	0.281879926967025	1127.96	658	724	735	611	4037	315.92	0
Rv3678A	Rv3678A	hypothetical protein	human_sputum:12%; ctl_exponential:10%	6.2147	0.85746563185128	880.84	1400	247	227	1968	1284	648.31	0
sahH	Rv3248c	adenosylhomocysteinase	nutrient_limitation:24%; PBS_RIF_DDmtb:21%	4.82	0.000165539589660378	946.37	405	1447	2286	1261	152	1566.21	15.33
fadD9	Rv2590	fatty-acid--CoA ligase FadD9	nutrient_limitation:34%; butyrate_plus_glucose:17%; PBS_RIF_DDmtb:12%	5.1679	0.043421443919812	1065.51	474	1560	2912	1205	176	354.13	2.21
tesB1	Rv1618	acyl-CoA thioesterase TesB	tyloxopol:9%	5.5312	0.619197301603586	906.09	1131	1160	1053	1064	315	217.53	0
gyrB	Rv0005	DNA gyrase subunit B	INDIGO_exponential:10%	4.8774	0.000317195661056785	962.2	563	1735	2347	1507	6	417.19	3.6
Rv3193c	Rv3193c	transmembrane protein	tyloxopol:7%	5.4193	0.087401951188141	1138.34	625	1590	1716	271	2110	164.34	0
Rv1435c	Rv1435c	hypothetical protein	cholesterol:16%; ctl_exponential:12%	5.6363	0.659214035564161	914.91	1094	896	802	1279	583	269.1	0
Rv2348c	Rv2348c	hypothetical protein	human_sputum:16%; acidic:14%; ctl_exponential:11%	5.0528	0.00760333126135893	1018.95	553	1192	2381	1961	72	1314.28	10.42
mca	Rv1082	mycothiol S-conjugate amidase	human_sputum:9%	5.7161	0.270868601340779	1130.53	620	720	737	652	4058	318.72	0
ltp2	Rv3540c	lipid transfer protein	human_sputum:15%; hypoxia_fatty_acids:11%; hypoxia_late:10%	5.6402	0.195983168500963	1138.61	600	885	814	530	3959	271.66	0
glgP	Rv1328	glycogen phosphorylase	ctl_exponential:9%	5.4376	0.100174046569167	1144.1	616	1480	1515	311	2428	175.29	0
Rv3530c	Rv3530c	oxidoreductase	hypoxia_fatty_acids:44%; human_sputum:13%	5.7039	0.300735210785607	1117.62	661	701	577	714	4125	327.32	0
efpA	Rv2846c	MFS-type transporter EfpA	INDIGO_exponential:15%	5.5633	0.15992606509219	1143.34	626	1109	1005	445	3358	229.62	0
whiA	Rv1423	transcriptional regulator WhiA	hypoxia_late:11%	5.6828	0.252595214515128	1132	628	779	707	637	4023	298.38	0
Rv3559c	Rv3559c	oxidoreductase	human_sputum:28%; hypoxia_late:22%	5.7564	0.302711213742491	1135.7	621	664	752	701	4085	340.1	0
Rv0537c	Rv0537c	integral membrane protein	zinc_limitation:11%	5.6298	0.186797526172533	1149.89	617	992	1110	462	3411	249.66	0
Rv0539	Rv0539	dolichyl-phosphate sugar synthase	PBS_RIF_DDmtb:10%	5.6841	0.132556552219535	1216.56	854	644	563	928	4304	347.01	0
espG2	Rv3889c	ESX-2 secretion-associated protein EspG2	human_sputum:9%	5.522	0.592602052357424	943.09	1050	1136	1223	1069	391	221.38	0
lipP	Rv2463	esterase/lipase LipP	high_iron:8%	5.6465	0.222347334259513	1142.19	645	887	747	558	3950	271.03	0
fadE31	Rv3562	acyl-CoA dehydrogenase FadE31	hypoxia_late:24%; human_sputum:21%	5.6775	0.249538233178705	1141.71	662	833	770	564	3951	281.6	0
Rv2926c	Rv2926c	hypothetical protein	cholesterol:10%	5.6345	0.666421532095171	939.68	1098	909	985	1222	559	266.05	0
MT0177	MT0177	hypothetical protein	butyrate_plus_glucose:12%; acidic:11%	5.6101	0.092153848942366	1228.02	777	715	662	853	4312	319.9	0
ald	Rv2780	L-alanine dehydrogenase	cholesterol:28%; low_iron:27%	5.4014	0.515572291408269	926.64	1059	1405	1210	970	264	183.22	0
Rv2609c	Rv2609c	membrane protein	hypoxia_late:10%	5.4538	0.546250621713283	942.54	1053	1327	1391	968	263	194.63	0
ccdA	Rv0527	cytochrome C-type biogenesis protein CcdA	high_iron:13%; ctl_exponential:12%; hypoxia_late:11%	5.5457	0.614778671884703	944.36	1061	1088	1140	1140	423	230.97	0
Rv3200c	Rv3200c	transmembrane cation transporter	tyloxopol:9%	5.4809	0.587957985524255	941.92	1112	1297	1559	905	211	197.34	0
Rv2120c	Rv2120c	integral membrane protein	hypoxia_late:10%	5.7205	0.728666483288785	938.09	1221	746	706	1353	758	309.64	0
Rv2851c	Rv2851c	GCN5-like N-acetyltransferase	microaerophilic:23%	5.7055	0.707975952144254	945.15	1165	752	648	1456	815	308.67	0
fadD25	Rv1521	fatty-acid--CoA ligase FadD25	INDIGO_exponential:11%	5.5307	0.151068619693032	1161.08	593	1168	1171	446	3193	216.48	0
mce2R	Rv0586	HTH-type transcriptional regulator Mce2R	hypoxia_fatty_acids:32%	5.5774	0.637286481623074	942.34	1072	1029	1040	1223	460	242.64	0
fadD29	Rv2950c	long-chain-fatty-acid--AMP ligase FadD29	INDIGO_exponential:14%; hypoxia_rar:12%	4.8808	0.00070903734601102	986.43	442	1398	2512	1297	156	581.26	4.2
fadH	Rv1175c	NADPH dependent 2,4-dienoyl-CoA reductase FadH	hypoxia_rar:8%	5.4993	0.13631124537729	1160.79	604	1273	1324	401	2882	200.28	0
apa	Rv1860	hypothetical protein	hypoxia_late:10%	5.4796	0.60600040385623	940.02	1127	1245	1266	1019	287	202.91	0
PE_PGRS54	Rv3508	PE-PGRS family protein PE_PGRS54	cholesterol:19%; hypoxia_late:17%	4.9197	0.000232783519931099	1027.2	684	2149	2804	1033	7	141.14	0.44
Rv2325c	Rv2325c	hypothetical protein	microaerophilic:10%	5.527	0.62936987830222	940.9	1125	1142	1181	1047	373	221.19	0
rip	Rv2869c	zinc metalloprotease	zinc_limitation:8%	5.65	0.202356713814926	1179.02	592	897	994	535	3937	270.25	0
Rv0078A	Rv0078A	hypothetical protein	hypoxia_fatty_acids:8%	5.6494	0.676935425391986	952.36	1081	878	992	1292	593	273.93	0
dsbF	Rv1677	lipoprotein DsbF	high_iron:9%	5.6757	0.698395138458984	950.89	1078	814	918	1384	641	286.25	0
echA19	Rv3516	enoyl-CoA hydratase EchA19	hypoxia_fatty_acids:18%; human_sputum:15%; hypoxia_late:11%	5.5506	0.618733531020484	961.43	1052	1094	1287	1114	411	230.78	0
fadE18	Rv1933c	acyl-CoA dehydrogenase FadE18	hypoxia_late:12%	5.4503	0.592815648856663	940.63	1164	1338	1372	933	227	191.45	0
Rv2556c	Rv2556c	hypothetical protein	INDIGO_exponential:9%	5.7835	0.754622818902988	947.55	1189	633	566	1644	896	348.59	0
Rv0264c	Rv0264c	hypothetical protein	butyrate:13%; hypoxia_late:12%	5.6153	0.676377895969752	950.81	1132	941	944	1243	570	261.28	0
rpmG2	Rv0634B	50S ribosomal protein L33	human_sputum:20%; ctl_exponential:12%; hypoxia_rar:12%	6.0916	0.851347344282897	922.21	1429	289	251	1946	1375	580.48	0
canB	Rv3588c	carbonic anhydrase	zinc_limitation:19%; human_sputum:10%	5.8067	0.430127861022222	1133.47	776	556	607	755	4197	382.82	0
Rv2054	Rv2054	hypothetical protein	human_sputum:10%	5.551	0.635445670335276	958.61	1104	1047	1052	1152	522	239.21	0
mftD	Rv0694	mycofactocin system heme/flavin oxidoreductase MftD	nutrient_limitation:23%	5.6733	0.233705739907043	1187.94	623	864	1054	522	3927	275.96	0
Rv2258c	Rv2258c	transcriptional regulator	zinc_limitation:14%; high_iron:10%	5.6424	0.237465817078584	1171.93	609	836	881	606	4004	280.5	0
pks10	Rv1660	chalcone synthase	nutrient_limitation:17%; PBS_RIF_DDmtb:16%; hypoxia_late:12%	5.4483	0.576458846173798	958.48	1091	1323	1490	954	253	192.64	0
Rv1566c	Rv1566c	hypothetical protein	tyloxopol:18%	5.7035	0.351297912788625	1143.36	688	656	602	774	4208	341.13	0
